inventore	domanda_id	database
REDAELLI MARCO	832	itapat_1990_172
CURIONI MARCO	837	itapat_1990_172
ANNONI GIORGIO	837	itapat_1990_172
BREGA ENRICO	857	itapat_1990_172
GOBBETTI MARCO	860	itapat_1990_172
CASTIGLIONI CARLO	867	itapat_1990_172
ROSSI MARIO	895	itapat_1990_172
BOSSO GIUSEPPE	907	itapat_1990_172
BOSSO GIUSEPPE	909	itapat_1990_172
BOSSO GIUSEPPE	910	itapat_1990_172
NICOLETTI MASSIMO	920	itapat_1990_172
GIOVENZANA GIOVANNI BATTISTA	923	itapat_1990_172
GRASSELLI ALESSANDRO	930	itapat_1990_172
MINARELLI ALESSANDRO	947	itapat_1990_172
TONELLI MASSIMO	954	itapat_1990_172
TONELLI MASSIMO	955	itapat_1990_172
ROTA VITTORIO	974	itapat_1990_172
DACARRO CLAUDIO	979	itapat_1990_172
GERMANI GIANFRANCO	981	itapat_1990_172
VERONESI PAOLO	985	itapat_1990_172
CIMARELLI MARCO	55	itapat_1990_173
MORETTI DARIO	63	itapat_1990_173
PIANCASTELLI STEFANO	84	itapat_1990_173
BASSI ROBERTO	85	itapat_1990_173
PININFARINA PAOLO	95	itapat_1990_173
MINGAZZINI RENZO	149	itapat_1990_173
MARIANI ROBERTO NATALE	164	itapat_1990_173
MARIANI ROBERTO NATALE	165	itapat_1990_173
DEDA SILVIO ATTILIO	196	itapat_1990_173
TINELLI MARCO	197	itapat_1990_173
DEDA SILVIO ATTILIO	204	itapat_1990_173
DEDA SILVIO ATTILIO	206	itapat_1990_173
GAZZURELLI ALESSANDRO	227	itapat_1990_173
STELLA ANTONIO	231	itapat_1990_173
TRECCANI GIUSEPPE	241	itapat_1990_173
BELLI MARCO	260	itapat_1990_173
ZARAMELLA BRUNO MARIO	272	itapat_1990_173
CAVALLINI RICCARDO	296	itapat_1990_173
MARCHESINI CARLO	297	itapat_1990_173
RANIERI GIUSEPPE	310	itapat_1990_173
TANZI MARIO	313	itapat_1990_173
BALDINI ANDREA	314	itapat_1990_173
POZZI MARCO	331	itapat_1990_173
ZANFORLIN ANDREA	332	itapat_1990_173
CAPUTO GIUSEPPE	352	itapat_1990_173
ARMANI CLAUDIO	361	itapat_1990_173
ARMANI CLAUDIO	363	itapat_1990_173
BIANCHI GIUSEPPE	363	itapat_1990_173
CREMASCOLI PAOLO	371	itapat_1990_173
CORTINOVIS LUIGI	373	itapat_1990_173
BASSI FRANCESCO	391	itapat_1990_173
LAMBERTI ROBERTO	425	itapat_1990_173
SOTTOCORNOLA SPINELLI ALESSANDRO	453	itapat_1990_173
CORSI FRANCESCO	462	itapat_1990_173
VECCHIO GIUSEPPE	464	itapat_1990_173
STEFANELLI PIETRO	466	itapat_1990_173
GALLI EMILIO	482	itapat_1990_173
GALLI EMILIO	483	itapat_1990_173
MOROSINI MARCO	505	itapat_1990_173
BIANCHI ALESSANDRO	507	itapat_1990_173
TONELLI CLAUDIO	518	itapat_1990_173
ANICHINI GIOVANNI	520	itapat_1990_173
RUBERTI ALBERTO	548	itapat_1990_173
BELLI ROBERTO	565	itapat_1990_173
BERIZZI MARCO	576	itapat_1990_173
LAMBERTINI MARCO	580	itapat_1990_173
VACCARO GIUSEPPE	594	itapat_1990_173
SCALA MARIO	596	itapat_1990_173
VECCHIO GIUSEPPE	605	itapat_1990_173
CALABRESE VITO	615	itapat_1990_173
FRANCO RAFFAELE	624	itapat_1990_173
MONTI GIUSEPPE	645	itapat_1990_173
FAORO GIOVANNI	669	itapat_1990_173
SALA GIOVANNI	673	itapat_1990_173
MEILLE STEFANO VALDO	674	itapat_1990_173
CINI ROBERTO	682	itapat_1990_173
MAGRINI ROBERTO	691	itapat_1990_173
ZANARDI MARIOFELICE	730	itapat_1990_173
PEDRETTI GIORGIO	743	itapat_1990_173
CATTANEO CLAUDIO	744	itapat_1990_173
NERI PAOLO	752	itapat_1990_173
BOSELLI PIETRO MARCO	782	itapat_1990_173
SALA ANGELO	796	itapat_1990_173
CASTOLDI FABRIZIO	797	itapat_1990_173
CERRI GIOVANNI LEOPOLDO	801	itapat_1990_173
NICETTO ROMEO	802	itapat_1990_173
BIANCHI ENRICO	807	itapat_1990_173
CASAMONTI MARCO	812	itapat_1990_173
DUGO MARIO	822	itapat_1990_173
DELSIGNORE ROBERTO	827	itapat_1990_173
ITALIA PAOLO	829	itapat_1990_173
BARONI SERGIO	830	itapat_1990_173
BARONI SERGIO	831	itapat_1990_173
GUERRA PAOLO	844	itapat_1990_173
BEDESCHI ANGELO	854	itapat_1990_173
POZZI GIOVANNI	854	itapat_1990_173
RUSSO VINCENZO	893	itapat_1990_173
BELARDINELLI ROBERTO	899	itapat_1990_173
STEFANI GIUSEPPE	912	itapat_1990_173
LAMBERTINI MARCO	915	itapat_1990_173
ROSSI MARIO	916	itapat_1990_173
COSTANZO SALVATORE	917	itapat_1990_173
GRASSI CLAUDIO	927	itapat_1990_173
COLOMBO CARLO	928	itapat_1990_173
PANZANINI FRANCO	931	itapat_1990_173
MAGRINI ROBERTO	937	itapat_1990_173
ORFANO MAURIZIO	952	itapat_1990_173
FUMAGALLI RICCARDO	966	itapat_1990_173
FONTANA ANGELO	978	itapat_1990_173
MERLINI GIOVANNI	990	itapat_1990_173
LIBRIZZI GIUSEPPE	997	itapat_1990_173
LIBRIZZI GIUSEPPE	998	itapat_1990_173
CHIAPUZZI ANGELO	2	itapat_1990_174
CONTI GIUSEPPE	23	itapat_1990_174
PEREGO MICHELE	26	itapat_1990_174
OLDANI DARIO	26	itapat_1990_174
MAGRI LAURA GIULIA FRANCA RENATA	29	itapat_1990_174
BIGNAMI ENRICO MARIA	29	itapat_1990_174
CITTADINI PAOLO	30	itapat_1990_174
GRANDI MAURIZIO	31	itapat_1990_174
MAESTRI PAOLO NICOLA	31	itapat_1990_174
BAIOCCHI CLAUDIO	31	itapat_1990_174
MARTINI ROBERTO	38	itapat_1990_174
SOVILLA LIVIO	62	itapat_1990_174
FERRARO LUIGI	91	itapat_1990_174
FERRARO LUIGI	94	itapat_1990_174
MONDINI PAOLO	98	itapat_1990_174
SERATO GIUSEPPE	110	itapat_1990_174
TRIVARELLI ENZO	123	itapat_1990_174
MARCHESE FRANCO	128	itapat_1990_174
ZOCCA GIANFRANCO	140	itapat_1990_174
TONON GIANCARLO	151	itapat_1990_174
ROSSI BRUNO	155	itapat_1990_174
MAFFEIS GIUSEPPE	158	itapat_1990_174
LOMBARDO ORLANDO	170	itapat_1990_174
MARTINO LUIGI	175	itapat_1990_174
FERRARI ALBERTO	178	itapat_1990_174
CASSARA' PAOLO	189	itapat_1990_174
MORELLI MAURIZIO	191	itapat_1990_174
FERRARI CLAUDIO	193	itapat_1990_174
LIBASSI GIUSEPPE	201	itapat_1990_174
COLOMBO ALBERTO	201	itapat_1990_174
MARCHESI ANGELO	207	itapat_1990_174
RINALDI SERGIO	224	itapat_1990_174
MANDELLI MARCO	225	itapat_1990_174
ZANARDI MARIO	232	itapat_1990_174
NEGRO ENRICO	249	itapat_1990_174
CRESCINI PAOLO	251	itapat_1990_174
MARTELLI ALESSANDRO	254	itapat_1990_174
COLCELLI ENZO	260	itapat_1990_174
GRECO CLAUDIO	290	itapat_1990_174
ROSSI GIAMPIERO	306	itapat_1990_174
BACCHI MAURO	307	itapat_1990_174
POZZI MAURO	307	itapat_1990_174
REDAELLI SERGIO	325	itapat_1990_174
PAGANI ALBERTO	331	itapat_1990_174
FERRARI ANDREA	334	itapat_1990_174
GRASSI ROBERTO	336	itapat_1990_174
MULLER ANDREA ENRICO LEONARDO	341	itapat_1990_174
FONTANA GIOVANNI	364	itapat_1990_174
GIORGIO AGOSTINO	375	itapat_1990_174
RAZZANELLI ROBERTO	378	itapat_1990_174
PAOLINELLI ROBERTO	385	itapat_1990_174
GALLI ALESSANDRO	395	itapat_1990_174
D'AMATO GIANFRANCO	408	itapat_1990_174
TAGLIABUE MARCO	413	itapat_1990_174
BURATTI RICCARDO	427	itapat_1990_174
ROSSI MARCO	429	itapat_1990_174
FOSSATI CLAUDIO	447	itapat_1990_174
LOCATELLI MARIO	460	itapat_1990_174
MARCHESI MARCO	483	itapat_1990_174
MORELLI MARCO	483	itapat_1990_174
DE' LONGHI GIUSEPPE	492	itapat_1990_174
DE' LONGHI GIUSEPPE	495	itapat_1990_174
ROSSI PAOLO	496	itapat_1990_174
CERRI GIOVANNI LEOPOLDO	497	itapat_1990_174
DELLA PORTA GIOVANNA	502	itapat_1990_174
FANTINI MARIO	510	itapat_1990_174
MARINI ROBERTO	513	itapat_1990_174
CONTI GIUSEPPE	515	itapat_1990_174
MONTI GIUSEPPE	520	itapat_1990_174
GIORDANO SERGIO	525	itapat_1990_174
DE' LONGHI GIUSEPPE	530	itapat_1990_174
BRAGA GIUSEPPE	545	itapat_1990_174
LEVI FERRUCCIO	550	itapat_1990_174
LOPPOLI GIUSEPPE	562	itapat_1990_174
GIORDANO SERGIO	565	itapat_1990_174
LOPPOLI GIUSEPPE	573	itapat_1990_174
MAURI CARLO	579	itapat_1990_174
RUSSO SALVATORE	596	itapat_1990_174
PIERI FRANCESCO	599	itapat_1990_174
MORELLI MARCO	599	itapat_1990_174
DI RENZO MARIA FLAVIA	600	itapat_1990_174
VENTUROLI ALESSANDRO	610	itapat_1990_174
MASSAI ALESSANDRO	613	itapat_1990_174
MANTOVANI GIORGIO	642	itapat_1990_174
ROSSI MARINO	654	itapat_1990_174
MONTI CLAUDIO	655	itapat_1990_174
COLOMBO CLAUDIO	663	itapat_1990_174
COLOMBO CLAUDIO	665	itapat_1990_174
FERRARI ANDREA	666	itapat_1990_174
CASTOLDI FABRIZIO	674	itapat_1990_174
DE ROSA ANGELO	680	itapat_1990_174
CHIESA ALBERTO	682	itapat_1990_174
GRASSI LORENZO	687	itapat_1990_174
ARMANI CLAUDIO	699	itapat_1990_174
BIANCHI GIUSEPPE	699	itapat_1990_174
SOTTORIVA CLAUDIO	704	itapat_1990_174
MANFREDI GIOVANNINA	708	itapat_1990_174
MACCHI ROBERTO	713	itapat_1990_174
GIUSTI PAOLO	718	itapat_1990_174
CATTANEO CARLO	722	itapat_1990_174
BARBIERI GIOVANNI	726	itapat_1990_174
SURACI GIUSEPPE	748	itapat_1990_174
PETRONI ANNA	776	itapat_1990_174
GAZZURELLI ROBERTO	791	itapat_1990_174
TRIBERTI FRANCO	793	itapat_1990_174
CAPOFERRI SERGIO	817	itapat_1990_174
CAPOFERRI SERGIO	818	itapat_1990_174
POZZI CARLO MASSIMO	840	itapat_1990_174
FRIGGI GIOVANNI	852	itapat_1990_174
MAFFEIS GIUSEPPE	856	itapat_1990_174
ROSSI ANTONIO	860	itapat_1990_174
COLOMBARINI GIORGIO	865	itapat_1990_174
POLI SERGIO	865	itapat_1990_174
COLOMBARINI GIORGIO	866	itapat_1990_174
POLI SERGIO	866	itapat_1990_174
FERRARI MARCO	871	itapat_1990_174
CIPOLLETTI GIOVANNI	872	itapat_1990_174
DE ROSSI GIUSEPPE	881	itapat_1990_174
DE SANTI LUIGI	882	itapat_1990_174
FRAPOLI STEFANO	903	itapat_1990_174
CONSOLI SALVATORE FABRIZIO	905	itapat_1990_174
CAPOFERRI SERGIO	911	itapat_1990_174
CAPRA ROBERTO	967	itapat_1990_174
CAPRA ROBERTO	969	itapat_1990_174
ZENNARO ROBERTO	979	itapat_1990_174
MELETTI MARCO	982	itapat_1990_174
FONTANA GIOVANNI	991	itapat_1990_174
GALLI GIOVANNI	6	itapat_1990_175
BELTRANI GIOVANNI BATTISTA	10	itapat_1990_175
BELTRANI GIOVANNI BATTISTA	11	itapat_1990_175
BIANCHI ALESSANDRO	15	itapat_1990_175
TRAMONTI PAOLO	24	itapat_1990_175
FARFARINI FRANCO	39	itapat_1990_175
SCARABELLO MAURIZIO	53	itapat_1990_175
GOBBETTI MARCO	77	itapat_1990_175
CAPPELLETTI ROBERTO	93	itapat_1990_175
LAMBERTINI MARCO	97	itapat_1990_175
LAMBERTINI MARCO	100	itapat_1990_175
LAMBERTINI MARCO	101	itapat_1990_175
VENTURINI DANIELE	105	itapat_1990_175
SANTACESARIA ELIO	122	itapat_1990_175
PAGANELLI MARCO	130	itapat_1990_175
CANALI VINCENZO	141	itapat_1990_175
AGUERRE ROBERTO	149	itapat_1990_175
DELFI LUIGI	171	itapat_1990_175
BARONI GUIDO	174	itapat_1990_175
COLOMBO VITTORIO	178	itapat_1990_175
DONATI GIANCARLO	184	itapat_1990_175
CASAGRANDE FRANCESCO	216	itapat_1990_175
GANDINI ROBERTO	224	itapat_1990_175
TESTA GIUSEPPE	225	itapat_1990_175
PAGANI ALBERTO	236	itapat_1990_175
MAGRI' ANGELO	240	itapat_1990_175
STUCCHI STEFANIA	249	itapat_1990_175
PAGANI ALBERTO	252	itapat_1990_175
LODI ANDREA	259	itapat_1990_175
COLLI ROBERTO	269	itapat_1990_175
BERTINI MAURIZIO	288	itapat_1990_175
FONTANA GIOVANNI	301	itapat_1990_175
SOMMAVILLA ANDREA	320	itapat_1990_175
PANDOLFO SALVATORE MARIO	331	itapat_1990_175
POZZOLI CLAUDIO GIANLUCA	373	itapat_1990_175
FABRIZI FABRIZIO	389	itapat_1990_175
BERNARDINI PAOLO	399	itapat_1990_175
BRAGA GIUSEPPE	400	itapat_1990_175
GASPARINI ALDO LUIGI	421	itapat_1990_175
GITTANI GIUSEPPE ULISSE	435	itapat_1990_175
BASSI ALBERTO	439	itapat_1990_175
FIORENTINI CARLO	445	itapat_1990_175
RISPOLI GIUSEPPE	454	itapat_1990_175
PIROLLO ANDREA MARIA	454	itapat_1990_175
SOTTORIVA PIETRO	455	itapat_1990_175
BELLOTTI CARLO FELICE	477	itapat_1990_175
VIGO GIUSEPPE	521	itapat_1990_175
BERNARDINI PAOLO	550	itapat_1990_175
COLOMBO MASSIMO	588	itapat_1990_175
TAPINELLI MARCO	611	itapat_1990_175
BORRA PAOLO	615	itapat_1990_175
PINTO GIUSEPPE	632	itapat_1990_175
BIANCHI STEFANO	632	itapat_1990_175
LI BASSI GIUSEPPE	644	itapat_1990_175
FUMAGALLI STEFANO	644	itapat_1990_175
FERRARI MARCO	695	itapat_1990_175
CIANCI GIOVANNI	712	itapat_1990_175
GIOVANNINI UMBERTO	719	itapat_1990_175
RADAELLI ROBERTO	723	itapat_1990_175
FERRARI MAURIZIO	770	itapat_1990_175
GIBERTONI MAURIZIO	770	itapat_1990_175
CASTELLI GIUSEPPE	771	itapat_1990_175
CASAGRANDE MAURO	782	itapat_1990_175
ANTONELLI ALESSANDRO	783	itapat_1990_175
BENEDETTI SERGIO	787	itapat_1990_175
CONTI PAOLO	805	itapat_1990_175
PILOTELLI ROBERTO	807	itapat_1990_175
FERRARI MAURIZIO	838	itapat_1990_175
MALAGNINO VITO ANTONIO	853	itapat_1990_175
MONTI MARCO	856	itapat_1990_175
FERRARI MARCO	857	itapat_1990_175
FERRARI LUCIANO	857	itapat_1990_175
MANZINI FRANCO	862	itapat_1990_175
COLOMBO DANIELE	865	itapat_1990_175
SALA ALESSANDRO	868	itapat_1990_175
GROSSI GIORGIO	874	itapat_1990_175
RONCHI GIOVANNI	905	itapat_1990_175
PIERGIOVANNI LUCIANO	905	itapat_1990_175
TONTARELLI SERGIO	911	itapat_1990_175
GATTI ALFREDO	916	itapat_1990_175
ZANARDI MARIOFELICE	926	itapat_1990_175
MEDICI ROBERTO	930	itapat_1990_175
COLOMBO MARCO	934	itapat_1990_175
BERTI LUCIANO	934	itapat_1990_175
CRISCUOLO LUIGI	969	itapat_1990_175
CASAGRANDE MAURO	978	itapat_1990_175
FERRI CLAUDIO	981	itapat_1990_175
TODESCO ROBERTO VITTORIO PIETRO	995	itapat_1990_175
SALA ALBERTO	37	itapat_1990_176
DONATI MARCO	82	itapat_1990_176
CAPPOZZO AURELIO	82	itapat_1990_176
LA MOTTA FRANCESCO	95	itapat_1990_176
BRUSCELLA ANTONIO	97	itapat_1990_176
RUSSO GIUSEPPE	98	itapat_1990_176
SOTTORIVA GIANFRANCO	121	itapat_1990_176
MASSARI ANDREA	123	itapat_1990_176
BANFI GIUSEPPE	123	itapat_1990_176
NAPOLEONI GIANCARLO	129	itapat_1990_176
MORELLI ALESSANDRO	145	itapat_1990_176
FORMENTI GIANCARLO	159	itapat_1990_176
DE' LONGHI GIUSEPPE	162	itapat_1990_176
ROCCA GIUSEPPE	167	itapat_1990_176
GRECO MARCO	168	itapat_1990_176
RIVA FRANCESCO	209	itapat_1990_176
MARTINELLI CESARE	215	itapat_1990_176
VAGO RICCARDO	220	itapat_1990_176
BARONI ALESSANDRO	223	itapat_1990_176
PIERAGOSTINI ENRICO	228	itapat_1990_176
RUGGERI ALESSANDRO	243	itapat_1990_176
SCROSATI BRUNO	248	itapat_1990_176
AZZIMONTI GIOVANNI	260	itapat_1990_176
RADAELLI ROBERTO	265	itapat_1990_176
FERRARI MARCO	271	itapat_1990_176
RIZZELLI MARCO	271	itapat_1990_176
RUBEO BRUNO	288	itapat_1990_176
DACARRO CLAUDIO	289	itapat_1990_176
BRIVIO MARCO	290	itapat_1990_176
FUMAGALLI RICCARDO	302	itapat_1990_176
BENEDETTI SERGIO	318	itapat_1990_176
DE ROSSI CLAUDIO	325	itapat_1990_176
QUINTARELLI GIUSEPPE	335	itapat_1990_176
ROCCA FRANCESCO	363	itapat_1990_176
CHIODI CLAUDIO	374	itapat_1990_176
FONTANA GIOVANNI	399	itapat_1990_176
LIGUORI MICHELE	436	itapat_1990_176
CAPRIOLO FULVIO	442	itapat_1990_176
ANOBILE GIOVANNI	456	itapat_1990_176
MONTELEONE LUIGI	461	itapat_1990_176
BRAMBILLA LUIGI	465	itapat_1990_176
LAZZARI PAOLO	473	itapat_1990_176
LAZZARI PAOLO	474	itapat_1990_176
LAZZARI PAOLO	475	itapat_1990_176
LAZZARI PAOLO	476	itapat_1990_176
LAZZARI PAOLO	477	itapat_1990_176
RIZZO ROSARIO	481	itapat_1990_176
GHIDONI RICCARDO	499	itapat_1990_176
BUZZONI ROBERTO	500	itapat_1990_176
BALDI ENRICO	504	itapat_1990_176
LAMBERTINI MARCO	508	itapat_1990_176
FANTINI MAURIZIO	520	itapat_1990_176
PICOZZI CARLO	532	itapat_1990_176
CECCHI PAOLO	533	itapat_1990_176
BURIGO MARIO	545	itapat_1990_176
GALBIATI ALESSANDRO	546	itapat_1990_176
DE' LONGHI GIUSEPPE	548	itapat_1990_176
MERONI GIUSEPPE	549	itapat_1990_176
ROSSI GIAMPIERO	553	itapat_1990_176
ZANONI GIUSEPPE	563	itapat_1990_176
LEONI ROBERTO	578	itapat_1990_176
GUARESCHI CLAUDIO	593	itapat_1990_176
GARDINI GIUSEPPE	594	itapat_1990_176
MANCINI LUIGI	597	itapat_1990_176
COLOMBO LINO	662	itapat_1990_176
COSTA ANGELO	676	itapat_1990_176
CASAGRANDE MAURO	682	itapat_1990_176
REDAELLI MARCO	685	itapat_1990_176
REDAELLI MARCO	688	itapat_1990_176
TINARELLI ROBERTO	700	itapat_1990_176
NANNI COSTA GIOVANNI	701	itapat_1990_176
CORRADI LUCA	727	itapat_1990_176
CARRELLI ROBERTO	728	itapat_1990_176
CONTI GIUSEPPE	730	itapat_1990_176
FONTANA GIOVANNI	736	itapat_1990_176
LETO ANTONIO	738	itapat_1990_176
GIORDANO SERGIO	739	itapat_1990_176
CITTERIO GUIDO EMILIO	741	itapat_1990_176
MONDINI ROBERTO	765	itapat_1990_176
GORINI MICHELE	778	itapat_1990_176
GORINI MICHELE	779	itapat_1990_176
MARZOCCHI STEFANO	781	itapat_1990_176
DELL'ACQUA BELLAVITIS ARTURO ENRICO	794	itapat_1990_176
NEGRO ENRICO	797	itapat_1990_176
NEGRO ENRICO	798	itapat_1990_176
PACE GIUSEPPE	798	itapat_1990_176
MARIANI PAOLO	814	itapat_1990_176
MAZZA PAOLO	827	itapat_1990_176
ROSSI ANDREA	829	itapat_1990_176
RAVANELLI SERGIO	835	itapat_1990_176
MAFFEIS GIUSEPPE	860	itapat_1990_176
LUPI GIUSEPPE	862	itapat_1990_176
SANTORO FRANCESCO	877	itapat_1990_176
SPINELLI ROBERTO	879	itapat_1990_176
SPINELLI ROBERTO	880	itapat_1990_176
SACCHETTI ANTONIO	896	itapat_1990_176
COSTANTINI GIUSEPPE	899	itapat_1990_176
DE GIORGIO MORENO	916	itapat_1990_176
CIPOLLETTI GIOVANNI	931	itapat_1990_176
LODOVELLI GIUSEPPE	942	itapat_1990_176
ROSSI FRANCESCA WANDA	950	itapat_1990_176
RUSSO GIUSEPPE	953	itapat_1990_176
GALLONI CLAUDIO	968	itapat_1990_176
FUMAGALLI STEFANO	974	itapat_1990_176
VAGO RICCARDO	974	itapat_1990_176
LI BASSI GIUSEPPE	974	itapat_1990_176
FUMAGALLI STEFANO	975	itapat_1990_176
VAGO RICCARDO	975	itapat_1990_176
LI BASSI GIUSEPPE	975	itapat_1990_176
POZZI ROBERTO	978	itapat_1990_176
POZZI GIOVANNI	982	itapat_1990_176
COLOMBO LINO	984	itapat_1990_176
MARTINELLI MARIO	990	itapat_1990_176
ROMANO ANTONIO	997	itapat_1990_176
CASADEI DELLA CHIESA ALBERTO	6	itapat_1990_177
BOLZONI GIUSEPPE	61	itapat_1990_177
BINI ROBERTO	73	itapat_1990_177
BONETTI ALBERTO	76	itapat_1990_177
ROSSI ROBERTO	79	itapat_1990_177
BINI ROBERTO	83	itapat_1990_177
FERRARI GIORGIO	84	itapat_1990_177
SAITA MARIA GRAZIA	91	itapat_1990_177
BINI ROBERTO	105	itapat_1990_177
PAPINI ROBERTO	119	itapat_1990_177
DEL MORO CLAUDIO	169	itapat_1990_177
DINON PIERO	176	itapat_1990_177
SARTORI ALESSANDRO	181	itapat_1990_177
COSTANZI ENRICO	183	itapat_1990_177
BERETTA ALBERTO	197	itapat_1990_177
COLOMBO LINO	199	itapat_1990_177
RIGANO LUIGI	202	itapat_1990_177
CARLI CARLO	203	itapat_1990_177
VIEL GIOVANNI	214	itapat_1990_177
SCALA MARIO	237	itapat_1990_177
DE PONTI GIORGIO ANTONIO	242	itapat_1990_177
DE PONTI GIORGIO ANTONIO	243	itapat_1990_177
MONTI GIUSEPPE	252	itapat_1990_177
PEDRONI BRUNO	256	itapat_1990_177
SADUN ROBERTO MARIO	263	itapat_1990_177
DE LONGHI GIUSEPPE	269	itapat_1990_177
MARTINI MARCO	274	itapat_1990_177
MORONI CLAUDIO	277	itapat_1990_177
ROSSI GIOVANNI	300	itapat_1990_177
MAFFEIS GIUSEPPE	309	itapat_1990_177
DE PONTI GIORGIO ANTONIO	330	itapat_1990_177
DE PONTI GIORGIO ANTONIO	331	itapat_1990_177
PAPETTI ROBERTO	334	itapat_1990_177
VINCENZI GIANFRANCO	359	itapat_1990_177
RIGO MARIO	359	itapat_1990_177
SANTI LUIGINO	369	itapat_1990_177
POLESE CARLO FRANCO	371	itapat_1990_177
CATELLI ROBERTO	372	itapat_1990_177
SALA ALBERTO	380	itapat_1990_177
BELLI ALESSANDRO	395	itapat_1990_177
GHISELLI CLAUDIO	401	itapat_1990_177
ALBERTI PIETRO	412	itapat_1990_177
BONOMI CARLO	419	itapat_1990_177
LA ROSA ROBERTO	452	itapat_1990_177
GHERMANDI STEFANO	457	itapat_1990_177
CASATI RENATO	460	itapat_1990_177
GASPARINI ALESSANDRO	463	itapat_1990_177
BINI ROBERTO	464	itapat_1990_177
BORGATTI MAURIZIO	469	itapat_1990_177
PETRELLA ROBERTO	481	itapat_1990_177
LAMBERTINI MARCO	483	itapat_1990_177
LAMBERTINI MARCO	485	itapat_1990_177
LA ROSA ROBERTO	499	itapat_1990_177
QUAGLIA GIUSEPPE	523	itapat_1990_177
POLETTI LUCIANO	531	itapat_1990_177
FERRARI ALESSANDRO	565	itapat_1990_177
FERRARI FRANCO	566	itapat_1990_177
CORRADINI SERGIO	581	itapat_1990_177
DE' LONGHI GIUSEPPE	604	itapat_1990_177
LOCATELLI ROBERTO	608	itapat_1990_177
GIOVANNI ROSSINI	609	itapat_1990_177
ALBERTO ROSSINI	609	itapat_1990_177
BARONCELLI MARCO	637	itapat_1990_177
FERRARI MASSIMO	638	itapat_1990_177
CIPOLLETTI GIOVANNI	642	itapat_1990_177
BONATO PAOLO	651	itapat_1990_177
MARTINI ROBERTO	658	itapat_1990_177
GRASSI SILVANO	660	itapat_1990_177
GALIMBERTI ROBERTO	673	itapat_1990_177
ANTOLINI CLAUDIO	683	itapat_1990_177
DE LORENZI STEFANO	690	itapat_1990_177
SCROSATI BRUNO	695	itapat_1990_177
PEDDIO FRANCO MARIO	709	itapat_1990_177
VERONESI LUIGI	717	itapat_1990_177
ZANARDI MARIOFELICE	727	itapat_1990_177
NICCOLI ALBERTO	756	itapat_1990_177
MAGGIONI GIOVANNI	761	itapat_1990_177
RIZZARDI RENZO	775	itapat_1990_177
COLOMBO ALBERTO DELFO	782	itapat_1990_177
BIANCHI ADOLFO	787	itapat_1990_177
PASTORE ELISABETTA	824	itapat_1990_177
BOBBIESI GIUSEPPE	830	itapat_1990_177
SPERONI ENRICO	837	itapat_1990_177
SPERONI ENRICO	866	itapat_1990_177
SPERONI ENRICO	867	itapat_1990_177
COLOMBO ROBERTO	870	itapat_1990_177
BERTONI MARCO	888	itapat_1990_177
BALZARINI ANGELO	899	itapat_1990_177
MERONI MARIA LUISA	909	itapat_1990_177
MERONI MARIA LUISA	910	itapat_1990_177
RAVAGLIA GIUSEPPE	912	itapat_1990_177
CAPOMAZZA ROBERTO	945	itapat_1990_177
DELMONTE ANDREA MAURO	948	itapat_1990_177
TACCHINI CARLO	949	itapat_1990_177
FERRARI MASSIMO	953	itapat_1990_177
MASSARI STEFANO	981	itapat_1990_177
VISCOMI GIUSEPPE CLAUDIO	987	itapat_1990_177
MONTANI GIUSEPPE	16	itapat_1990_178
COLOMBO LINO	20	itapat_1990_178
COLOMBO LINO	21	itapat_1990_178
COLOMBO LUIGI	28	itapat_1990_178
BIANCHI MARCO	36	itapat_1990_178
BINI ROBERTO	62	itapat_1990_178
BATTISTELLA FRANCESCO	76	itapat_1990_178
MORETTI DANIELE	78	itapat_1990_178
FERRARI ALESSANDRO	82	itapat_1990_178
FRANZOSI ROBERTO	86	itapat_1990_178
ASCANELLI ALESSANDRO	97	itapat_1990_178
LUCARELLI AGOSTINO	103	itapat_1990_178
REPOSSI FRANCESCO	115	itapat_1990_178
RUBINI ROBERTO	118	itapat_1990_178
FERRARI ANDREA	129	itapat_1990_178
ROSSI ROBERTO	131	itapat_1990_178
FACHINI CARLO	145	itapat_1990_178
BORGATTI MAURIZIO	158	itapat_1990_178
SQUARCIALUPI ROBERTO	166	itapat_1990_178
BACCHI MAURO	173	itapat_1990_178
BACCHI MAURO	174	itapat_1990_178
CATTANEO CARLO	175	itapat_1990_178
CATTANEO CARLO	177	itapat_1990_178
VEZZANI ALFREDO	184	itapat_1990_178
VENTUROLI ALESSANDRO	215	itapat_1990_178
GAZZURELLI ROBERTO	230	itapat_1990_178
TONINI FRANCO	231	itapat_1990_178
GENTILI FRANCO	248	itapat_1990_178
PIERAGOSTINI ENRICO	253	itapat_1990_178
PIERAGOSTINI ENRICO	254	itapat_1990_178
PIERAGOSTINI ENRICO	255	itapat_1990_178
DELLA CROCE VINCENZO	256	itapat_1990_178
BIANCHI MASSIMILIANO	257	itapat_1990_178
SCOTTI ALBERTO	261	itapat_1990_178
FERRARIO MARIO AGOSTINO	265	itapat_1990_178
PORRINI SERGIO	271	itapat_1990_178
STEFANINI PIETRO	291	itapat_1990_178
GUERRA MARCO	307	itapat_1990_178
GUERRA MARCO	310	itapat_1990_178
BALDINI MAURIZIO	332	itapat_1990_178
ROTELLI AGOSTINO	333	itapat_1990_178
CONTI PAOLO	336	itapat_1990_178
