inventore	domanda_id	database
GIRALDI PIER NICOLA LAURIA FRANCESCO FOJANESI ALESSANDRO E LOGEMANN WILLY	404	itapat_1968_1
RIBONI UBALDO, BARTOLUCCI LUIGI E MARTELLI FRANCO	914	itapat_1968_1
ARCAMONE FEDERICO FRANCESCHINI GIOVANNI GLASSER ALFREDO E DORIGOTTI LUCIANO	941	itapat_1968_1
NERI PAOLO, LATTANZI FILIPPO, TARLI PAOLO E MORINI ROBERTO	1705	itapat_1968_1
BENITO LEONCINI RENATO PALATRESI	1894	itapat_1968_1
ANTONIO SCOGNAMIGLIO GIULIANO BERRETTA	2709	itapat_1968_1
LONGI PAOLO GRECO FRANCESCO E ROSSI UMBERTO	2848	itapat_1968_1
DOLCI GIOACCHINO E MORSELLI GIORGIO	2959	itapat_1968_1
DOLCI GIOACCHINO E MORSELLI GIORGIO	2960	itapat_1968_1
DUPRE CARLO E CORTINOVIS MARTINO FRANCO	3036	itapat_1968_1
PIERO COLOMBO	3159	itapat_1968_1
COPPO ROMANO E BIANCHINI CARLO	3261	itapat_1968_1
SCATA MARIO	3575	itapat_1968_1
ROSSI GIUSEPPE , FAVA RENATO, CIMATOSTI GIORDANO E VERGARI SANDRO	3603	itapat_1968_1
COLOMBO PIERO	3802	itapat_1968_1
VAVASSORI ANGELO MANLIO E POZZI ENRICO	4535	itapat_1968_1
GIANNINI UMBERTO LONGI PAOLO CASSATA ANTONIO E DE LUCA DOMENICO	4900	itapat_1968_1
VON SCHWEINICHEN JOACHIM CIRUZZI VINCENZO GRAZZINI LUCIANO	5102	itapat_1968_1
GIANNINI UMBERTO LONGI PAOLO DE LUCA DOMENICO CASSATA ANTONIO E PIVOTTO BRUNO	5448	itapat_1968_1
LAURIA FRANCESCO VECCHIETTI VITTORIO E LOGEMANN WILLY	5530	itapat_1968_1
PALMIERI NICOLA E BURONI VITTORIO	5846	itapat_1968_1
PINAMONTI FRANCO E MACCONE SERGIO	6048	itapat_1968_1
ALLIEVI LIVIO E BIANCHI GIORGIO	6279	itapat_1968_1
UBALDO RIBONI LUIGI BARTOLUCCI FRANCO MARTELLI	6442	itapat_1968_1
LO MONACO SERGIO MAZZOLINI COR RADO PATRON LUIGI E MORETTI ALBERTO	191	itapat_1968_2
LONGI PAOLO VALVASSORI ALBERTO GRECO FRANCESCO BERNASCONI ERMANNO	309	itapat_1968_2
SICLARI FRANCESCO MAGNONI FRANCO E FULMINI SERGIO	631	itapat_1968_2
SICLARI FRANCESCO E MAGNONI FRANCO	644	itapat_1968_2
SIRONI GIUSEPPE SACERDOTE RENZO E FERRERO FRANCESCO	760	itapat_1968_2
BORGHETTI GIUSEPPE	977	itapat_1968_2
FRANCESCO BROSSA, GIOVANNI MASSIMO FERRARI E GIUSEPPE MUSSO	1489	itapat_1968_2
FRANCESCO BROSSA GIOVANNI MASSIMO FERRARI GIUSEPPE MUSSO	1490	itapat_1968_2
ARCAMONE FEDERICO CASSINELLI GIUSEPPE PENCO SERGIO E TOGNOLI LUIGI	1772	itapat_1968_2
PREGAGLIA GIANFRANCO, FERRARI GIANFRANCO , ANDRETTA ALBERTO E MARANGONI LUIGI	1937	itapat_1968_2
VISCONTI BRUNO	1949	itapat_1968_2
ROSSI PIETRO	2153	itapat_1968_2
MARTORANA GIOVANNI E BOSSI EMILIO	2249	itapat_1968_2
GIANI MARIO, TREBBI ATTILIO, MOLTENI LUIGI E GORI ENZO	2419	itapat_1968_2
LAURIA FRANCESCO VECCHIETTI VITTORIO E LOGEMANN WILLY	2598	itapat_1968_2
BORGHETTI GIUSEPPE	2663	itapat_1968_2
FERRERO FRANCESCO SIRONI GIUSEPPE E GARBERI ANGELO	3244	itapat_1968_2
RUFFINI GUGLIELMO E GANDINI GIOVANNI	4156	itapat_1968_2
RUFFINI GUGLIELMO E GANDINI GIOVANNI	4157	itapat_1968_2
RUFFINI GUGLIELMO E GANDINI GIOVANNI	4158	itapat_1968_2
RUFFINI GUGLIELMO E GANDINI GIOVANNI	4183	itapat_1968_2
CANEVAZZI GRAZIANA DI MARCO AURELIOGAETANI MARCELLO GREIN ARPAD E OREZZI PIERGIUSEPPE	4487	itapat_1968_2
BRAMBILLA FRANCO	5327	itapat_1968_2
MARTORANA GIOVANNI	5356	itapat_1968_2
ARTINI DOMENICO LOGEMANN WILLY MELLONI PIERO E VITA GIULIO	5966	itapat_1968_2
INVERNIZZI GIUSEPPE	6063	itapat_1968_2
FERRARI SERGIO, CARUSI NICOLA E GIAQUINTO LORENZO	6144	itapat_1968_2
DE ROSSI MARIO	6152	itapat_1968_2
CONTI GIANNI	6329	itapat_1968_2
MANFREDI PIER FRANCESCO MARANESI PIERO E VECCHIO ROBERTO	6457	itapat_1968_2
ARTINI DOMENICO LOGEMANN WILLY MELLONI PIERO E VITA GIULIO	6752	itapat_1968_2
MAZZOLINI CORRADO PATRON LUIGI MORETTI ALBERTO DI CIOLO MARCELLO	6863	itapat_1968_2
GRASSI GIULIANO	7401	itapat_1968_2
MORETTI FRANCESCO	7695	itapat_1968_2
SARTORI GUIDO FURLANI ANITA E COLLAMATI INES E TARLI FRANCO	7713	itapat_1968_2
PERUGINI GIANCARLO E CACCAMO CARMELO	7873	itapat_1968_2
PATRON LUIGI MORETTI ALBERTO E PASQUALETTO RENATO	7886	itapat_1968_2
BRANCHESI MILLO E LAZZARI PAOLO	85	itapat_1968_3
STAGNI ERNESTO, STAGNI GIOVANNI, TERRAGNI FULVIO E ORLANDI ALESSAN DRO E COLAMUSSI ARTURO	232	itapat_1968_3
CAZZARO GIORGIO CONTI LEONETTO E KIRSCHNER HELMUT	263	itapat_1968_3
FERRARI GIORGIO E SAPORITI ALFONSO	1042	itapat_1968_3
GEROSH AUGUSTO E MARTINI MARCO	1122	itapat_1968_3
MARCHESE EDOARDO E GUZZI ALBERTO	1706	itapat_1968_3
COLOMBO PIERO	1776	itapat_1968_3
ARTINI DOMENICO LOGEMANN WILLY MELLONI PIERO E VITA GIULIO	2147	itapat_1968_3
VECCHIO MARTINO GROPPELLI GIOVANNA E FATTORE VITTORIO	2318	itapat_1968_3
LAURIA FRANCESCO ARTINI DOMENICO LOGEMANN WILLY VECCHIETTI VITTORIO E VITA GIULIO	2402	itapat_1968_3
COLOMBO UMBERTO SIRONI GIUSEPPE VIVIANI BRUNO E COLOMBINI ARIANO	2415	itapat_1968_3
DI DRUSCO GIOVANNI GALLI PAOLO E BORGHI ITALO	2799	itapat_1968_3
GEROSA AUGUSTO E MARTINI MARCO	2839	itapat_1968_3
GARIBOLDI FRANCO	3594	itapat_1968_3
SIRONI GIUSEPPE FERRERO FRANCESCO E GARBERI ANGELO	3914	itapat_1968_3
GAMBA GIUSEPPE ALBANO PIERCLAUDIO E SCARFI GIUSEPPE	4061	itapat_1968_3
SICLARI FRANCESCO ROSSI PIER PAOLO, CALGARI SEBA E JACUONE ROBERT	4782	itapat_1968_3
RA ANTONIO CALGARI SEBA, ROSSI PAOLO E MATE	4783	itapat_1968_3
DAKLI IBRAHIM GREGORI GIUSEPPE NEGRI GAETANO E DE MICHELI ANGELO	5360	itapat_1968_3
COLOMBO PIERO	5473	itapat_1968_3
GILARDI OLINDO E MILANI LUIGI	6152	itapat_1968_3
FERRARI GIORGIO	6343	itapat_1968_3
FERRARI GIORGIO	6344	itapat_1968_3
KHIMICH GEORGY LUKICH NISKOVSKIKH VITALY MAXIMOVICH VARAXIN ALEXEI IVANOVICH GELFENBEIN EVGENY JUKHIMOVICH KARLINSKY STANISLAV EVGENIEVICH COLOMBINI ARIANO VIVIANI BRUNO E SIRONI GIUSEPPE	6716	itapat_1968_3
COLOMBINI ARIANO VIVIANI BRUNO E SIRONI GIUSEPPE	6718	itapat_1968_3
BIANCHI MARIO	6850	itapat_1968_3
ALBERTO AGAZZI ARMANDO BROGGI SERGIO GALLI DE PARATESI LUCIANO GHIURGHI	6918	itapat_1968_3
BELLINI MAURO E MARTORANA GIOVANNI	6952	itapat_1968_3
ALBERTO AGAZZI ARMANDO BROGGI SERGIO GALLI DE PARATESI LUCIANO GHIURGHI	7024	itapat_1968_3
FERRARI GIORGIO	7060	itapat_1968_3
RAVASI ANGELO	7095	itapat_1968_3
ALBERTO AGAZZI ARMANDO BROGGI SERGIO GALLI DE PARATESI LUCIANO GHIURGHI	7122	itapat_1968_3
LAURIA FRANCESCO E VECCHIETTI VITTORIO	7148	itapat_1968_3
GALLI RICCARDO	7471	itapat_1968_3
LAURIA FRANCESCO FRANCAVILLA PIER NICOLA E LOGEMANN WILLY	40	itapat_1968_4
FERRANDO CARLO	192	itapat_1968_4
COLOMBO PIERO	382	itapat_1968_4
RIBALDONE GIUSEPPE NAVA GIANNI E LATTANZI BRUNO	388	itapat_1968_4
CIATTONI PAOLO E BRESSAN GIOVANNI BATTISTA	811	itapat_1968_4
GIRALDI PIER NICOLA TOSOLINI GIAMPAOLO DRADI EMANUELE NANNINI GIULIANO LONGO ROCCO MEINARDI GIUSEPPE E DE CARNERI IVO	1348	itapat_1968_4
COLOMBO PIERO	1589	itapat_1968_4
NAVARRE FRANCOIS PIERRE MOLINES ANDRE E RAIMBAULT CLAUDE	2065	itapat_1968_4
VIALI ANTONIO E GARLASCHELLI CARLO	2349	itapat_1968_4
BALLINI GIULIANO E BALDI LUCIANO	2350	itapat_1968_4
LATTANZI FILIPPO E NERI PAOLO	2489	itapat_1968_4
GIRALDI PIER NICOLA NANNINI GIULIANO E LAURIA FRANCESCO E LOGEMANN WILLY	2679	itapat_1968_4
GAMBARELLI SERGIO	2720	itapat_1968_4
PIERO RIBALDONO GIUSEPPE GAFA SALVATORE AGAMENNONE MARCO E BORSOTTI GIAM	3208	itapat_1968_4
SICLARI FRANCESCO MARAFIOTI LUIGI E MAGNONI FRANCO	3366	itapat_1968_4
FERRARI GIORGIO E SAPORITI ALFONSO	3651	itapat_1968_4
COLOMBO PIERO	3779	itapat_1968_4
VITA GIULIO E MELLONI PIERO	4054	itapat_1968_4
GASBARRO FRANCO MARTEGANI PAOLO E CUCCHIARELLI DOMENICO	4179	itapat_1968_4
SCATA MARIO	4807	itapat_1968_4
GANDOLFI CARMELO DORIA GIANFEDERICOAMENDOLA MARCO LONGO ROCCO CAMBIA GHI STEFANO E BERGAMASCHI MARIO	5060	itapat_1968_4
BALLINI GIULIANO E BALDI LUCIANO	5061	itapat_1968_4
BORGHETTI GIUSEPPE	5131	itapat_1968_4
BORGHETTI GIUSEPPE	5132	itapat_1968_4
PINAMONTI FRANCO E BELFANTI ALBERTO	5242	itapat_1968_4
GANDOLFI CARMELO DORIA GIANFEDERICO AMENDOLA MARCO LONGO ROCCO CAMBIAGHI STEFANO E BERGAMASCHI MARIO	5474	itapat_1968_4
PAOLO GOLINELLI MARIO MONTAGNANI GUIDO VERZELETTI HELMUT HOLTBECKER J L REMMERWAAL	5779	itapat_1968_4
GIRALDI PIER NICOLA FOJANESI ALES SANDRO TOSOLINI GIAMPAOLO DRADI EMANUELE E LOGEMANN WILLY	6100	itapat_1968_4
SICLARI FRANCESCO MAGNONI FRANCO E MORANDI BATTISTA	6531	itapat_1968_4
SION NAHUM LUCIO E PELLEGRINI PIETRO	6907	itapat_1968_4
SION NAHUM LUCIO E PELLEGRINI PIETRO	6908	itapat_1968_4
PERI CESARE AUGUSTO SACRINI EGEO CAVALLOTTI CLAUDIO MARCHESE GIAN PIERO	7048	itapat_1968_4
VARNIER ERMANNO E BERETTA ANTONIO	7966	itapat_1968_4
DALL ASTA GINO CARBONARO ANTONIO BORGHI ITALO E GRECO ALBERTO	1514	itapat_1969_1
CONTI PAOLO	1665	itapat_1969_1
DALL ASTA GINO CARBONARO ANTONIO BORGHI ITALO E GRECO ALBERTO	2047	itapat_1969_1
TESTONI GIORGIO SCATENA MASSIMO LAZZARIN GIOVANNI E MIOTTI GIOVANNI	2730	itapat_1969_1
FERRARI RODOLFO E PIERARTURO VERTOVA	2874	itapat_1969_1
GORI SERGIO PIAZZA MARIO E ZATTONI ANTONIO	3076	itapat_1969_1
GIRALDI PIER NICOLA TOSOLINI GIAMPAOLO DRADI EMANUELE NANNINI GIULIANO LONGO ROCCO MEINARDI GIUSEPPE E IVO DE CARNERI	3496	itapat_1969_1
GANDOLFI CARMELO DORIA GIANFEDERICO AMENDOLA MARCO LONGO ROCCO CAM BIAGHI STEFANO E BERGAMASCHI MARIO	3878	itapat_1969_1
BERETTA ANTONIO E BAIO GIOVANNI	3920	itapat_1969_1
PERUCCA GIOVANNI, PRETI ROBERTO	4376	itapat_1969_1
COLOMBO PIERO	4443	itapat_1969_1
ERCOLI ALBERTO GARDI RINALDO VITALIROMANO E FALCONI GIOVANNI	5003	itapat_1969_1
ERCOLI ALBERTO GARDI RENATO VITALI ROMANO E FALCONI GIOVANNI	5004	itapat_1969_1
ROSSI ALBERTO	5065	itapat_1969_1
CONTI PAOLO	5119	itapat_1969_1
COMOTTI PRIMO	5997	itapat_1969_1
FRANCHINI CARLO	6325	itapat_1969_1
BIAGHI STEFANO E BERGAMASCHI MARIO GANDOLFI CARMELO DORIA GIANFEDERICO AMENDOLA MARCO LONGO ROCCO CAM	6546	itapat_1969_1
FRANCESCO LAURIA VITTORIO VECCHETTI WILLY LOGEMANN	6929	itapat_1969_1
LO MONACO SERGIO, MAZZOLINI CORRADOPATRON LUIGI E MORETTI ALBERTO	7097	itapat_1969_1
VOSPINI GIANCARLO	7272	itapat_1969_1
VOSPINI GIANCARLO	7273	itapat_1969_1
LONGI PAOLO GIANNINI UMBERTO E MAZZOCCHI ROMANO	7380	itapat_1969_1
LONGI PAOLO GIANNINI UMBERTO E MAZZOCCHI ROMANO	7381	itapat_1969_1
GIANNINI UMBERTO LONGI PAOLO DE LUCA DOMENICO E PIVOTTO BRUNO	7382	itapat_1969_1
MAYR ADOLFO GIANNINI UMBERTO SUSA ERMANNO LONGI PAOLO GIACHETTI ETTORE E DE LUCA DOMENICO	7601	itapat_1969_1
GANDOLFI CARMELO DORIA GIANFEDERICO AMENDOLA MARCO LONGO ROCCO CAMBIAGHI STEFANO E BERGAMASCHI MARIO	7933	itapat_1969_1
VAVASSORI ANGELO MANLIO E POZZI ENRICO	7987	itapat_1969_1
COLOMBO PIERO	257	itapat_1969_2
GANDOLFI CARMELO DORIA GIANFEDERICO AMENDOLA MARCO LONGO ROCCO CAMBIAGHI STEFANO E BERGAMASCHI MARIO	269	itapat_1969_2
MARIO DE ROSSI BRUNO SCROSATI	941	itapat_1969_2
SASSANELLI FRANCESCO	1054	itapat_1969_2
E GIULIANI GIAMPAOLO CORRADINI GIORGIO ARALDI MARIO	1069	itapat_1969_2
BORGHETTI GIUSEPPE	1259	itapat_1969_2
FUSSI FERNANDO COLOMBO UMBERTO	1350	itapat_1969_2
SIANESI ENRICO DA RE PAOLO SETNIKAR IVO MASSARANI ELENA	1623	itapat_1969_2
COLOMBO PIERO	1641	itapat_1969_2
LONGI PAOLO CAMELI NAZZARENO VALVASSORI ALBERTO E CERVI REMO	1698	itapat_1969_2
ZONI GIORGIO E LAZZERETTI VITTORIO	2043	itapat_1969_2
LAURIA FRANCESCO VECCHIETTI VITTORIO E LOGEMANN WILLY	2137	itapat_1969_2
LO MONACO SERGIO, GUERRATO, ALFREDO, FABBRO MARIO E DONADELLO GRAZIELLO	2316	itapat_1969_2
COLOMBO PIERO	2380	itapat_1969_2
TOTARO LUIGI BARDUCCI ITALO BORRUSO PIERO BIANCHI GIANFRANCO	2715	itapat_1969_2
PRETI ROBERTO	2754	itapat_1969_2
DE ROSSI MARIO NICOLAI MASSIMO	2814	itapat_1969_2
COLOMBO PIERO	3170	itapat_1969_2
BINDO MASSIMO GIANNACCARI E GALLI RICCARDO	3203	itapat_1969_2
CORRADINI GIORGIO, GHETTI GIUSEPPE CESCA SEBASTIANO E ROGGERO ARNALDO	3271	itapat_1969_2
CORRADINI GIORGIO GHETTI GIUSEPPE CESCA SEBASTIANO E ARRIGHETTI SER GIO	3284	itapat_1969_2
GROPPELLI GIOVANNI CAIMI ALBERTO E VECCHIO MARTINO	3373	itapat_1969_2
BERGAMINI GIORGIO E PAPOFF PAOLO	3462	itapat_1969_2
BIANCHI GIORGIO SCARPITTA GIUSEPPE E ZANNINI ENZO	4123	itapat_1969_2
ARTINI DOMENICO LOGEMANN WILLY MELLONI PIERO E VITA GIULIO	4124	itapat_1969_2
ARTINI DOMENICO LOGEMANN WILLY MELLONI PIERO E VITA GIULIO	4368	itapat_1969_2
COLOMBO PIERO	4678	itapat_1969_2
NERI PAOLO	5080	itapat_1969_2
VAVASSORI ANGELO MANLIO E POZZI ENRICO	5158	itapat_1969_2
CARRARO GIORGIO CAMMARATA ITALO E VECCHIO MARTINO	5159	itapat_1969_2
BERGAMINI GIORGIO	5164	itapat_1969_2
LO MONACO SERGIO, GUERRATO ALFREDO FABBRO DARIO E DONADELLO GRAZIELLO	5525	itapat_1969_2
CASTOLDI FABRIZIO	5570	itapat_1969_2
RATTO LUIGI	6319	itapat_1969_2
LAURIA FRANCESCO E VECCHIETTI VITTORIO	6405	itapat_1969_2
BALLINI GIULIANO E BALDI LUCIANO	6420	itapat_1969_2
PALAZZO GIUSEPPE	6627	itapat_1969_2
MARTINI ENRICO	6904	itapat_1969_2
LO MONACO SERGIO, GUERRATO ALFREDO FABBRO DARIO E DONADELLO GRAZIELLO	7041	itapat_1969_2
COLOMBO UMBERTO BRADFORD C HAFFORD E UGLIETTI GIUSEPPE	7489	itapat_1969_2
LAURIA FRANCESCO E VECCHIETTI VITTORIO	8347	itapat_1969_2
CATTANEO SERGIO	8573	itapat_1969_2
BERGAMINI GIORGIO	11	itapat_1969_3
COLOMBINI ARIANO VIVIANI BRUNO MASSIMINO ANTONIO E SIRONI GIUSEPPE	19	itapat_1969_3
NERI PAOLO, ANTONI GUIDO E BENVE NUTI FRANCO	285	itapat_1969_3
NERI PAOLO, ANTONI GUIDO E VANNI LORENZO	470	itapat_1969_3
NERI PAOLO, ANTONI GUIDO E BENVE NUTI FRANCO	471	itapat_1969_3
IBRAHIM DAKLI GREGORI GIUSEPPE NEGRI GAETANO DE MICHELI ANGELO	484	itapat_1969_3
DE PETRI TONELLI PIETRO E CORRADINI VITTORIO	485	itapat_1969_3
SACRINI EGEO E CAVALLOTTI CLAUDIO	528	itapat_1969_3
SACRINI EGEO E CAVALLOTTI CLAUDIO	640	itapat_1969_3
GIUFFRE LUIGI E SIOLI GIANCARLO	815	itapat_1969_3
KRUGER EMILIO RUFFINI GUGLIELMO GANDINI GIOVANNI E GHISLANDI FRANCO	901	itapat_1969_3
CONTI PAOLO	1168	itapat_1969_3
LAURIA FRANCESCO VECCHIETTI VITTORIO BERGAMASCHI MARIO E TOMMASINI RAFFAELE	1178	itapat_1969_3
LONGI PAOLO GIANNINI UMBERTO E MAZZOCCHI ROMANO	1201	itapat_1969_3
ALMIRANTE LUIGI MUGNAINI ALFONSO	1216	itapat_1969_3
MAZZOLINI CORRADO PATRON LUIGI MORETTI ALBERTO E LO MONACO SERGIO	1251	itapat_1969_3
LONGI PAOLO, GIANNINI UMBERTO, DE LUCA DOMENICO, MAZZOCCHI ROMANO E PIVOTTO BRUNO	1252	itapat_1969_3
JANIGRO ALDO MICHELE E SMITH BRIAN HOTCHKISS	1321	itapat_1969_3
RATTO LUIGI	1678	itapat_1969_3
ARTINI DOMENICO LOGEMANN WILLY MELLONI PIERO E VITA GIULIO	1708	itapat_1969_3
LAURIA FRANCESCO ARTINI DOMENICO LOGEMANN WILLY VECCHIETTI VITTORIO E VITA GIULIO	1709	itapat_1969_3
FERRI ANTONIO BARBIERI HERMITTE FRANCO	1982	itapat_1969_3
LAZZERETTI VITTORIO	2154	itapat_1969_3
DENTE MARIO RANZI ELISEO BIARDI GIUSEPPE E PASQUON ITALO	2351	itapat_1969_3
BOARI GIANFRANCO LIBERTI LORENZO MERLI CARLO PASSINO ROBERTO	2403	itapat_1969_3
ALBANESE PIETRO BENZONI LUIGI CARNISIO GIUSEPPE E COLOMBO LUIGI	3509	itapat_1969_3
SACRINI EGEO E CAVALLOTTI CLAUDIO	3510	itapat_1969_3
BORGHETTI GIUSEPPE	3670	itapat_1969_3
ARRIGHETTI SERGIO CORRADINI GIOR GIO E CESCA SEBASTIANO	3691	itapat_1969_3
MIGLIERINA ANGELO E GASTONE MAURO	3892	itapat_1969_3
GRASSI GIANCARLO E MAGGI ANTONIO	3974	itapat_1969_3
CONTI PAOLO	3978	itapat_1969_3
PULEO GIUSEPPE	4238	itapat_1969_3
PULEO GIUSEPPE E CANDELLERO GIOVANNI	4239	itapat_1969_3
PULEO GIUSEPPE	4240	itapat_1969_3
PULEO GIUSEPPE	4935	itapat_1969_3
BORGHETTI GIUSEPPE	5042	itapat_1969_3
GIRALDI PIERNICOLA NANNINI GIULIANO LAURIA FRANCESCO E LOGEMANN WILLY	5238	itapat_1969_3
CAU PASQUALINO E ANELLI ERMES	5259	itapat_1969_3
GIANNINI UMBERTO LONGI PAOLO DE LUCA DOMENICO E MAZZOCCHI ROMANO	5354	itapat_1969_3
BALLINI GIULIANO E BALDI LUCIANO	5734	itapat_1969_3
BERGAMINI GIORGIO	5794	itapat_1969_3
LONGI PAOLO GRECO FRANCESCO E ROSSI UMBERTO	6016	itapat_1969_3
BRIZZI MARIO ROVARO E GILBERTI GUSTAVO	6549	itapat_1969_3
COLOMBO PIERO	7791	itapat_1969_3
GANDOLFI CARMELO DORIA GIANFEDE RICO LONGO ROCCO E BERGAMASCHI MARIO	199	itapat_1969_4
FARACI GIORGIO GODI GIUSEPPE E TOVAGLIERI FABIO	412	itapat_1969_4
KASSABGI GEORGES E COMPARE GIAMPIERO	811	itapat_1969_4
SAPORITI ALFONSO E FERRARI GIORGIO	1747	itapat_1969_4
ZANELLI CARLO E CAMINATI FEDERICO	1791	itapat_1969_4
MIGLIERINA ANGELO E MAURO GASTONE	1886	itapat_1969_4
VITTADINI GIUSEPPE	2075	itapat_1969_4
BERGAMINI GIORGIO	2179	itapat_1969_4
CASAGRANDE GIANPAOLO DE MICHELIS TURNO DE ROSSI ATTILIO E GNESOTTO FERDINANDO	2210	itapat_1969_4
BALLINI GIULIANO E BALDI LUCIANO	2418	itapat_1969_4
VIVIANI BRUNO SIRONI GIUSEPPE COLOMBINI ARIANO	3193	itapat_1969_4
CONTI GIANNI	3291	itapat_1969_4
PERE CARLO E TORNICH FULVIO	3293	itapat_1969_4
PERE CARLO, TORNICH FULVIO, MACOR TRANQUILLO	3459	itapat_1969_4
PERE CARLO E TORNICH FULVIO	3608	itapat_1969_4
GAETANI BRUNO VERGA CESARE E PALAZZI ERIBERTO	3629	itapat_1969_4
ERCOLI ALBERTO GARDI RINALDO VITALI ROMANO E FALCONI GIOVANNI	3680	itapat_1969_4
CONTI PAOLO	4050	itapat_1969_4
GIRALDI PIERNICOLA TOSOLINI GIAMPAOLO DRADI EMANUELE NANNINI GIULIANO, LONGO ROCCO, MEINARDI GIUSEPPE E DE CARNERI IVO	4146	itapat_1969_4
COLOMBO ENZO	4175	itapat_1969_4
ANATOLY ALEXEEVICH CHERNY, VLADIMIR ALEXANDROVIC GRACHEV, LEV MIKHAILOVICH MARIENBAKH, IVAN LUKICH KURBATSKY, VLADIMIR VASILIEVICH KRUGLASHOV, VLADIMIR PETROVICH GUSKOV, PASQUINO PIETRO BENZONI LUIGI CARNISIO GIUSEPPE E COLOMBO LUIGI HARUKI TAKIZAWA E NOBUO MURAMATSU	5262	itapat_1969_4
PASQUINO PIETRO BENZONI LUIGI CARNISIO GIUSEPPE E COLOMBO LUIGI	5277	itapat_1969_4
LEV MOISEEVICH NOVI ALEXANDR MIKHAILOVICH SAMARIN ALEXANDR IVANOVICH LUKUTIN VLADIMIR ALEXEEVICH BASHKOV LEONID SEMENOVICH NECHAEV, VLADIMIR ANDREEVICH KAZANSKY, PAUL FRANK COX GANDOLFI CARMELO DORIA GIANFEDE RICO LONGO ROCCO E BERGAMASCHI MARIO	5378	itapat_1969_4
GANDOLFI CARMELO DORIA GIANFEDE RICO LONGO ROCCO E BERGAMASCHI MARIO	5398	itapat_1969_4
GIRALDI PIERNICOLA FOJANESI ALES SANDRO TOSOLINI GIAMPAOLO DRADI EMANUELE E LOGEMANN WILLY	5580	itapat_1969_4
VITA GIULIO E MELLONI PIERO	5581	itapat_1969_4
CAZZANIGA EMILIO	6035	itapat_1969_4
ALMIRANTE LUIGI MUGNAINI ALFONSO E PICCO SERGIO	6295	itapat_1969_4
LONGO ROCCO	6297	itapat_1969_4
SCATA MARIO	6321	itapat_1969_4
LUCIANI LUCIANO NAVA GIANNI E FOSCHINI GIORGIO	6550	itapat_1969_4
MELLONI PIERO LOGEMANN WILLY E IVO DE CARNERI	6762	itapat_1969_4
BOLDYREV EVGENY ALEXANDROVICH BUTAREV FILIPP IVANOVICH KLIMOV NIKOLAY SEMENOVICH SIROTA SEMEN MARKOVICH FERRARI GIORGIO, SAPORITI ALFONSO	6763	itapat_1969_4
FERRARI GIORGIO, SAPORITI ALFONSO	6776	itapat_1969_4
PICCARDI PAOLO CARCANO DONATO MODENA MARIO E RAGAZZINI MARIO	7232	itapat_1969_4
RENZO GAGLIARDI	7304	itapat_1969_4
GALLI RICCARDO E GIANNACCARI BINDO MASSIMO	7453	itapat_1969_4
DE ROSSI MARIO PISTOIA GIANFRANCO	7597	itapat_1969_4
DE ROSSI MARIO BERARDELLI MARIA LUDOVICA	7598	itapat_1969_4
MODENA MARIO PICCARDI PAOLO CAR CANO DONATO E RAGAZZINI MARIO	7640	itapat_1969_4
DEL VESCO ADRIANO CARRARO GIORGIO E MORESCHINI LUCIANO	7641	itapat_1969_4
DEL VESCO ADRIANO CARRARO GIORGIO E MORESCHINI LUCIANO	7642	itapat_1969_4
DEL VESCO ADRIANO CARRARO GIORGIO E MORESCHINI LUCIANO	7643	itapat_1969_4
DEL VESCO ADRIANO CARRARO GIORGIO E MORESCHINI LUCIANO	7644	itapat_1969_4
BAFFI RAFFAELLO CIOCCA GIANLUIGI MARIANI ETTORE E LOCATELLI RENATO	7948	itapat_1969_4
ROBERTI GIORGIO, DUFOUR BERTE CASIMIRO E PASERO EDOARDO	79	itapat_1970_1
COLOMBO LUIGI SACRINI EGEO E COLOMBO VIRGINIO	627	itapat_1970_1
CASSINELLI GIUSEPPE	1502	itapat_1970_1
SEVERINI FEBO VALVASSORI ALBERTO E PAGLIARI ALBERTO	1581	itapat_1970_1
LUCIANI LUCIANO FOSCHINI GIORGIO GIACHETTI ETTORE	2475	itapat_1970_1
SIOLI GIANCARLO GIUFFRE LUIGI RIGHI FRANCO E MATERA GIANCARLO	2483	itapat_1970_1
BOSSI EMILIO E ROSSETTI ANTONIO	3070	itapat_1970_1
LOMBARDI GIANCARLO	3706	itapat_1970_1
LAURIA FRANCESCO VECCHIETTI VIT TORIO FRANCAVILLA PIER NICOLA E LOGEMANN WILLY	4133	itapat_1970_1
FRANCESCO SICLARI, FRANCO MAGNONI E GIANCARLO BIANUCCI	4220	itapat_1970_1
MACOR LUIGI	4283	itapat_1970_1
VAVASSORI ANGELO MANLIO E POZZI ENRICO	4539	itapat_1970_1
SANTINI ALDO E REINHARDT PAUL DIETRICH	4820	itapat_1970_1
GANDOLFI CARMELO, DORIA GIAN FEDERICO, LONGO ROCCO E BERGA MASCHI MARIO	5283	itapat_1970_1
CASTOLDI FABRIZIO CATTANEO SERGIO E NICCOLAI ADRIANO	5540	itapat_1970_1
GANDOLFI CARMELO DORIA GIANFEDE RICO LONGO ROCCO E BERGAMASCHI MARIO	5773	itapat_1970_1
LAURIA FRANCESCO VECCHIETTI VITTORIO BERGAMASCHI MARIO E TOMMASINI RAFFAELE	6407	itapat_1970_1
MELLONI PIERO LOGEMANN WILLY E DE CARNERI IVO	6408	itapat_1970_1
